"video_name","location","pl_start","start_date_time","pl_end","end_date_time","duration"
"Sentence_ Introduction and Parts of Sentences _ Sentence in English Grammar","../G7/Sentence_ Introduction and Parts of Sentences _ Sentence in English Grammar.mp4","0","8/17/2023, 3:22:58 PM","681.47","8/17/2023, 3:23:00 PM","11.36"
"Sentence_ Introduction and Parts of Sentences _ Sentence in English Grammar","../G7/Sentence_ Introduction and Parts of Sentences _ Sentence in English Grammar.mp4","681.47","8/17/2023, 3:23:00 PM","684.33","8/17/2023, 3:23:03 PM","0.05"
